,entity,incoming_domestic_amount_30,incoming_domestic_amount_60,incoming_domestic_amount_90,outgoing_domestic_amount_30,outgoing_domestic_amount_60,outgoing_domestic_amount_90,incoming_foreign_amount_30,incoming_foreign_amount_60,incoming_foreign_amount_90,outgoing_foreign_amount_30,outgoing_foreign_amount_60,outgoing_foreign_amount_90,incoming_domestic_count_30,incoming_domestic_count_60,incoming_domestic_count_90,outgoing_domestic_count_30,outgoing_domestic_count_60,outgoing_domestic_count_90,incoming_foreign_count_30,incoming_foreign_count_60,incoming_foreign_count_90,outgoing_foreign_count_30,outgoing_foreign_count_60,outgoing_foreign_count_90,balance_difference_30,balance_difference_60,balance_difference_90,isFraud
3801,C1427410331,298571.17,298571.17,298571.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,298571.1699999999,298571.1699999999,298571.1699999999,0
3802,C311254728,140339.96,140339.96,140339.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,140339.95999999996,140339.95999999996,140339.95999999996,0
3803,C830753455,185418.45,185418.45,185418.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,185418.44999999995,185418.44999999995,185418.44999999995,0
3804,C1074618705,117556.17,117556.17,117556.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,117556.16999999993,117556.16999999993,117556.16999999993,0
3805,C355030274,279224.61,279224.61,279224.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,279224.60999999987,279224.60999999987,279224.60999999987,0
3806,C346136318,141500.22,141500.22,141500.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,141500.2200000002,141500.2200000002,141500.2200000002,0
3807,C141829478,134197.65,134197.65,134197.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,134197.6499999999,134197.6499999999,134197.6499999999,0
3808,C1523841952,66313.36,66313.36,66313.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,66313.36000000034,66313.36000000034,66313.36000000034,0
3809,C587361979,36963.84,36963.84,36963.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,36963.83999999985,36963.83999999985,36963.83999999985,0
3810,C689740502,330847.92,330847.92,330847.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,330847.9199999999,330847.9199999999,330847.9199999999,0
3811,C731646478,82037.17,82037.17,82037.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,82037.16999999993,82037.16999999993,82037.16999999993,0
3812,C807810220,0.0,0.0,0.0,186048.44,186048.44,186048.44,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-186048.44,-186048.44,-186048.44,0
3813,C429867459,265966.53,265966.53,265966.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,265966.53,265966.53,265966.53,0
3814,C2070391458,323296.6,323296.6,323296.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,323296.59999999986,323296.59999999986,323296.59999999986,0
3815,C532752228,37879.18,37879.18,37879.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,37879.18000000017,37879.18000000017,37879.18000000017,0
3816,C1576941791,0.0,0.0,0.0,207805.32,207805.32,207805.32,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-207805.32,-207805.32,-207805.32,0
3817,C702369119,0.0,0.0,0.0,41242.0,41242.0,41242.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-41242.0,-41242.0,-41242.0,0
3818,C923387474,0.0,0.0,0.0,0.0,0.0,0.0,1645104.9,1645104.9,1645104.9,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1645104.9,1645104.9,1645104.9,0
3819,C1766202495,0.0,0.0,0.0,121249.73,121249.73,121249.73,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-121249.73,-121249.73,-121249.73,0
3820,C1724077126,0.0,0.0,0.0,343220.0,343220.0,343220.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-343220.0,-343220.0,-343220.0,0
3821,C1206572681,0.0,0.0,0.0,277106.72,277106.72,277106.72,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-277106.72,-277106.72,-277106.72,0
3822,C1153400840,0.0,0.0,0.0,151998.73,151998.73,151998.73,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-151998.73,-151998.73,-151998.73,0
3823,C1668250335,0.0,0.0,0.0,174630.28,174630.28,174630.28,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-174630.28,-174630.28,-174630.28,0
3824,C1444380816,0.0,0.0,0.0,0.0,0.0,0.0,2246018.57,2246018.57,2246018.57,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2246018.57,2246018.57,2246018.57,0
3825,C877739820,66328.73,66328.73,66328.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,66328.72999999998,66328.72999999998,66328.72999999998,0
3826,C407321562,283692.09,283692.09,283692.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,283692.09,283692.09,283692.09,0
3827,C988813245,145414.27,145414.27,145414.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,145414.27000000002,145414.27000000002,145414.27000000002,0
3828,C574215050,116744.33,116744.33,116744.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,116744.32999999984,116744.32999999984,116744.32999999984,0
3829,C362071298,298225.91,298225.91,298225.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,298225.91000000015,298225.91000000015,298225.91000000015,0
3830,C1174243240,46672.4,46672.4,46672.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,46672.39999999991,46672.39999999991,46672.39999999991,0
3831,C1058880479,155731.73,155731.73,155731.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,155731.72999999998,155731.72999999998,155731.72999999998,0
3832,C287896876,268331.41,268331.41,268331.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,268331.41000000015,268331.41000000015,268331.41000000015,0
3833,C1225739079,154505.24,154505.24,154505.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,154505.24000000022,154505.24000000022,154505.24000000022,0
3834,C667695950,148894.6,148894.6,148894.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,148894.59999999963,148894.59999999963,148894.59999999963,0
3835,C395263469,215882.17,215882.17,215882.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,215882.16999999993,215882.16999999993,215882.16999999993,0
3836,C944853057,128091.39,128091.39,128091.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,128091.38999999966,128091.38999999966,128091.38999999966,0
3837,C763448101,24056.63,24056.63,24056.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,24056.62999999989,24056.62999999989,24056.62999999989,0
3838,C1260614086,0.0,0.0,0.0,0.0,0.0,0.0,780886.93,780886.93,780886.93,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,780886.93,780886.93,780886.93,0
3839,C2115914245,236006.86,236006.86,236006.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,236006.86,236006.86,236006.86,0
3840,C213984378,224761.29,224761.29,224761.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,224761.29000000004,224761.29000000004,224761.29000000004,0
3841,C1827778660,219305.26,219305.26,219305.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,219305.26,219305.26,219305.26,0
3842,C792723112,332811.05,332811.05,332811.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,332811.05000000005,332811.05000000005,332811.05000000005,0
3843,C223576680,118362.48,118362.48,118362.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,118362.47999999998,118362.47999999998,118362.47999999998,0
3844,C482483185,210540.87,210540.87,210540.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,210540.8700000001,210540.8700000001,210540.8700000001,0
3845,C1563425469,154122.83,154122.83,154122.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,154122.83000000007,154122.83000000007,154122.83000000007,0
3846,C390370313,156761.77,156761.77,156761.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,156761.76999999955,156761.76999999955,156761.76999999955,0
3847,C1124068631,244613.51,244613.51,244613.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,244613.50999999978,244613.50999999978,244613.50999999978,0
3848,C938955726,137038.08,137038.08,137038.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,137038.08000000007,137038.08000000007,137038.08000000007,0
3849,C1846378982,235185.75,235185.75,235185.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,235185.75,235185.75,235185.75,0
3850,C1568066739,52144.18,52144.18,52144.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,52144.1799999997,52144.1799999997,52144.1799999997,0
3851,C2122950407,93886.99,93886.99,93886.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,93886.99000000022,93886.99000000022,93886.99000000022,0
3852,C287829037,189967.58,189967.58,189967.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,189967.58000000007,189967.58000000007,189967.58000000007,0
3853,C1659620684,381736.66,381736.66,381736.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,381736.66000000015,381736.66000000015,381736.66000000015,0
3854,C1051707374,294042.99,294042.99,294042.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,294042.9900000002,294042.9900000002,294042.9900000002,0
3855,C43187418,196801.6,196801.6,196801.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,196801.59999999963,196801.59999999963,196801.59999999963,0
3856,C1171058411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366314.05,1366314.05,1366314.05,0,0,0,0,0,0,0,0,0,1,1,1,-1366314.05,-1366314.05,-1366314.05,0
3857,C295063393,149946.39,149946.39,149946.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,149946.39,149946.39,149946.39,0
3858,C865030158,34582.61,34582.61,34582.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,34582.609999999986,34582.609999999986,34582.609999999986,0
3859,C1843873104,13054.03,13054.03,13054.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,13054.030000000028,13054.030000000028,13054.030000000028,0
3860,C1978449076,273206.54,273206.54,273206.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,273206.54000000004,273206.54000000004,273206.54000000004,0
3861,C289810934,456925.74,456925.74,456925.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,456925.7400000002,456925.7400000002,456925.7400000002,0
3862,C1906172255,622463.62,622463.62,622463.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,622463.6200000001,622463.6200000001,622463.6200000001,0
3863,C1309160568,0.0,0.0,0.0,374471.07,374471.07,374471.07,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-374471.07,-374471.07,-374471.07,0
3864,C1588885067,32979.59,32979.59,32979.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,32979.590000000004,32979.590000000004,32979.590000000004,0
3865,C691851752,0.0,0.0,0.0,0.0,0.0,0.0,858733.8,858733.8,858733.8,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,858733.8,858733.8,858733.8,0
3866,C1808075351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274777.08,274777.08,274777.08,0,0,0,0,0,0,0,0,0,1,1,1,-274777.08,-274777.08,-274777.08,0
3867,C1393074562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065231.64,1065231.64,1065231.64,0,0,0,0,0,0,0,0,0,1,1,1,-1065231.64,-1065231.64,-1065231.64,0
3868,C2129589764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701250.65,2701250.65,2701250.65,0,0,0,0,0,0,0,0,0,1,1,1,-2701250.65,-2701250.65,-2701250.65,0
3869,C210714920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97139.63,97139.63,97139.63,0,0,0,0,0,0,0,0,0,1,1,1,-97139.63,-97139.63,-97139.63,0
3870,C98093163,0.0,0.0,0.0,0.0,0.0,0.0,73653.29,73653.29,73653.29,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,73653.29,73653.29,73653.29,0
3871,C1860743120,0.0,0.0,0.0,0.0,0.0,0.0,1206510.91,1206510.91,1206510.91,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1206510.91,1206510.91,1206510.91,0
3872,C106807563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484115.11,484115.11,484115.11,0,0,0,0,0,0,0,0,0,1,1,1,-484115.11,-484115.11,-484115.11,0
3873,C871711495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227330.15,227330.15,227330.15,0,0,0,0,0,0,0,0,0,1,1,1,-227330.15,-227330.15,-227330.15,0
3874,C1895117597,0.0,0.0,0.0,0.0,0.0,0.0,154304.87,154304.87,154304.87,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,154304.87,154304.87,154304.87,0
3875,C1937846998,194108.7,194108.7,194108.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,194108.7,194108.7,194108.7,0
3876,C881073052,0.0,0.0,0.0,86464.17,86464.17,86464.17,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-86464.17000000004,-86464.17000000004,-86464.17000000004,0
3877,C1480622007,0.0,0.0,0.0,535686.25,535686.25,535686.25,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-535686.25,-535686.25,-535686.25,0
3878,C1905410229,0.0,0.0,0.0,286417.98,286417.98,286417.98,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-286417.98,-286417.98,-286417.98,0
3879,C357043113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049477.48,1049477.48,1049477.48,0,0,0,0,0,0,0,0,0,1,1,1,-1049477.48,-1049477.48,-1049477.48,0
3880,C556281798,2940707.1700000004,4387487.590000001,4387487.590000001,2169244.6,2427951.8,2427951.8,4897712.53,4897712.53,4897712.53,2338844.31,2621672.16,2621672.16,13,19,19,12,15,15,6,6,6,4,5,5,0.0,0.0,0.0,0
3881,C979683223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230469.89,1230469.89,1230469.89,0,0,0,0,0,0,0,0,0,1,1,1,-1230469.89,-1230469.89,-1230469.89,0
3882,C1971377869,0.0,0.0,0.0,0.0,0.0,0.0,3778558.18,3778558.18,3778558.18,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,3778558.18,3778558.18,3778558.18,0
3883,C1540595495,0.0,0.0,0.0,0.0,0.0,0.0,593429.14,593429.14,593429.14,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,593429.14,593429.14,593429.14,0
3884,C1754528828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994361.71,994361.71,994361.71,0,0,0,0,0,0,0,0,0,1,1,1,-994361.71,-994361.71,-994361.71,0
3885,C378315851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554324.84,554324.84,554324.84,0,0,0,0,0,0,0,0,0,1,1,1,-554324.84,-554324.84,-554324.84,0
3886,C1628031162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75428.26,75428.26,75428.26,0,0,0,0,0,0,0,0,0,1,1,1,-75428.26,-75428.26,-75428.26,0
3887,C1237178711,0.0,0.0,0.0,0.0,0.0,0.0,1163678.56,1163678.56,1163678.56,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1163678.56,1163678.56,1163678.56,0
3888,C1873457853,0.0,0.0,0.0,132782.24,132782.24,132782.24,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-132782.24,-132782.24,-132782.24,0
3889,C1538487585,0.0,0.0,0.0,127430.93,127430.93,127430.93,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-127430.93,-127430.93,-127430.93,0
3890,C77544560,0.0,0.0,0.0,0.0,0.0,0.0,1622091.52,1622091.52,1622091.52,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1622091.52,1622091.52,1622091.52,0
3891,C230827624,0.0,0.0,0.0,0.0,0.0,0.0,173438.94,173438.94,173438.94,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,173438.94,173438.94,173438.94,0
3892,C231978671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566685.65,566685.65,566685.65,0,0,0,0,0,0,0,0,0,1,1,1,-566685.65,-566685.65,-566685.65,0
3893,C536174280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121217.55,121217.55,121217.55,0,0,0,0,0,0,0,0,0,1,1,1,-121217.55,-121217.55,-121217.55,0
3894,C2084493041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434937.1,434937.1,434937.1,0,0,0,0,0,0,0,0,0,1,1,1,-434937.1,-434937.1,-434937.1,0
3895,C603710481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12029.85,12029.85,12029.85,0,0,0,0,0,0,0,0,0,1,1,1,-12029.85,-12029.85,-12029.85,0
3896,C176666852,0.0,0.0,0.0,0.0,0.0,0.0,317394.94,317394.94,317394.94,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,317394.94,317394.94,317394.94,0
3897,C1339334154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052190.88,3052190.88,3052190.88,0,0,0,0,0,0,0,0,0,1,1,1,-3052190.88,-3052190.88,-3052190.88,0
3898,C1928164731,0.0,0.0,0.0,73119.62,73119.62,73119.62,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-73119.62,-73119.62,-73119.62,0
3899,C2107935820,4229614.25,5438270.57,5438270.57,2054379.17,2683073.55,2683073.55,1015787.64,1015787.64,1015787.64,1794098.23,1794098.23,1794098.23,19,27,27,9,12,12,1,1,1,2,2,2,0.0,0.0,0.0,0
3900,C2085948740,0.0,0.0,0.0,54664.53,54664.53,54664.53,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-54664.53,-54664.53,-54664.53,0
3901,C33268504,0.0,0.0,0.0,0.0,0.0,0.0,2423847.73,2423847.73,2423847.73,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2423847.73,2423847.73,2423847.73,0
3902,C1526619351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40834.96,40834.96,40834.96,0,0,0,0,0,0,0,0,0,1,1,1,-40834.96,-40834.96,-40834.96,0
3903,C2061024589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751977.11,751977.11,751977.11,0,0,0,0,0,0,0,0,0,1,1,1,-751977.11,-751977.11,-751977.11,0
3904,C1096415705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903451.6,903451.6,903451.6,0,0,0,0,0,0,0,0,0,1,1,1,-903451.6,-903451.6,-903451.6,0
3905,C1230190636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422226.08,422226.08,422226.08,0,0,0,0,0,0,0,0,0,1,1,1,-422226.08,-422226.08,-422226.08,0
3906,C1715072456,0.0,0.0,0.0,71464.77,71464.77,71464.77,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,-71464.77,-71464.77,-71464.77,0
3907,C1039000314,68123.44,68123.44,68123.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,68123.44,68123.44,68123.44,0
3908,C1086317374,444692.24,444692.24,444692.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,444692.23999999993,444692.23999999993,444692.23999999993,0
3909,C1396960410,305305.54,305305.54,305305.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,305305.54000000004,305305.54000000004,305305.54000000004,0
3910,C161290996,275409.2,275409.2,275409.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,275409.19999999995,275409.19999999995,275409.19999999995,0
3911,C1294536960,482388.4,482388.4,482388.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,482388.3999999999,482388.3999999999,482388.3999999999,0
3912,C703157421,337156.97,337156.97,337156.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,337156.96999999974,337156.96999999974,337156.96999999974,0
3913,C1513688851,550202.47,550202.47,550202.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,550202.4699999997,550202.4699999997,550202.4699999997,0
3914,C1379115797,72951.01,72951.01,72951.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,72951.00999999978,72951.00999999978,72951.00999999978,0
3915,C2050756038,68456.47,68456.47,68456.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,68456.46999999974,68456.46999999974,68456.46999999974,0
3916,C579229183,77322.76,77322.76,77322.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,77322.75999999978,77322.75999999978,77322.75999999978,0
3917,C408015481,396080.65,396080.65,396080.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,396080.6500000004,396080.6500000004,396080.6500000004,0
3918,C1002417864,0.0,0.0,0.0,0.0,0.0,0.0,750270.52,750270.52,750270.52,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,750270.52,750270.52,750270.52,0
3919,C1833341934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903560.15,1903560.15,1903560.15,0,0,0,0,0,0,0,0,0,1,1,1,-1903560.15,-1903560.15,-1903560.15,0
3920,C1963167586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2446562.05,2446562.05,2446562.05,0,0,0,0,0,0,0,0,0,1,1,1,-2446562.05,-2446562.05,-2446562.05,0
3921,C2008311619,0.0,0.0,0.0,0.0,0.0,0.0,1043640.34,1043640.34,1043640.34,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1043640.34,1043640.34,1043640.34,0
3922,C1193648531,0.0,0.0,0.0,0.0,0.0,0.0,1241054.54,1241054.54,1241054.54,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1241054.54,1241054.54,1241054.54,0
3923,C2015203927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624430.94,624430.94,624430.94,0,0,0,0,0,0,0,0,0,1,1,1,-624430.94,-624430.94,-624430.94,0
3924,C152839168,0.0,0.0,0.0,0.0,0.0,0.0,183276.4,183276.4,183276.4,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,183276.4,183276.4,183276.4,0
3925,C495423582,0.0,0.0,0.0,0.0,0.0,0.0,479573.43,479573.43,479573.43,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,479573.43,479573.43,479573.43,0
3926,C127125375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160212.92,1160212.92,1160212.92,0,0,0,0,0,0,0,0,0,1,1,1,-1160212.92,-1160212.92,-1160212.92,0
3927,C441980080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532334.44,532334.44,532334.44,0,0,0,0,0,0,0,0,0,1,1,1,-532334.44,-532334.44,-532334.44,0
